HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,16608,3,3
1,231456,19,19
2,6944,26,26
3,31808,43,43
4,864,64,64
5,350560,136,136
6,12096,141,141
7,19520,158,158
8,800,179,179
9,354240,251,251
10,7264,257,257
11,22496,274,274
12,736,295,295
13,583328,366,366
14,59264,415,415
15,672,449,449
16,21568,475,475
17,12939008,485,485
