HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,13536,5,5
1,231328,21,21
2,6688,35,35
3,8192,42,42
4,42368,59,59
5,896,80,80
6,363040,152,152
7,7552,157,157
8,38240,174,174
9,768,195,195
10,349952,267,267
11,9984,273,273
12,31456,290,290
13,736,311,311
14,669856,382,382
15,53440,431,431
16,704,476,476
17,704,509,509
18,41792,535,535
19,736,568,568
20,704,604,604
21,736,640,640
22,704,676,676
23,704,712,712
24,704,748,748
25,11536672,761,761
