HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,16448,3,3
1,231712,19,19
2,6880,26,26
3,31264,43,43
4,704,64,64
5,346624,136,136
6,5376,141,141
7,24832,158,158
8,832,179,179
9,335232,251,251
10,7360,257,257
11,22496,274,274
12,928,295,295
13,549408,366,366
14,55936,415,415
15,704,449,449
16,21408,473,473
17,12812864,483,483
